№корня;Корень;наименование;наименование;наименование;наименование
1;Продукты питания;Консервация;Сладкая консервация;Фруктово-ягодные компоты;Фруктовые компоты
1;Продукты питания;Консервация;Сладкая консервация;Фруктово-ягодные компоты;Ягодные компоты
1;Продукты питания;Масла растительные, кетчупы, соусы;Масло растительное;Масло подсолнечное;Масло подсолнечное нерафинированное
1;Продукты питания;Масла растительные, кетчупы, соусы;Масло растительное;Масло подсолнечное;Масло подсолнечное рафинированное
1;Продукты питания;Масла растительные, кетчупы, соусы;Масло растительное;Масло подсолнечное;Масло смешанное
1;Продукты питания;Масла растительные, кетчупы, соусы;Масло растительное;Масло оливковое;Масло оливковое extra virgin
1;Продукты питания;Масла растительные, кетчупы, соусы;Масло растительное;Масло оливковое;Масло оливковое 100%
1;Продукты питания;Масла растительные, кетчупы, соусы;Масло растительное;Масло кукурузное;Масло растительное кукурузное
1;Продукты питания;Масла растительные, кетчупы, соусы;Масло растительное;Масло растительное прочее;Масло растительное прочее
1;Продукты питания;Масла растительные, кетчупы, соусы;Кетчупы, соусы;Уксус, сок лимона концентрированный;Уксус столовый
1;Продукты питания;Масла растительные, кетчупы, соусы;Кетчупы, соусы;Уксус, сок лимона концентрированный;Уксус яблочный
1;Продукты питания;Масла растительные, кетчупы, соусы;Кетчупы, соусы;Уксус, сок лимона концентрированный;Уксус винный
1;Продукты питания;Масла растительные, кетчупы, соусы;Кетчупы, соусы;Уксус, сок лимона концентрированный;Уксус бальзамический
1;Продукты питания;Масла растительные, кетчупы, соусы;Кетчупы, соусы;Уксус, сок лимона концентрированный;Сок лимона концентрированный
1;Продукты питания;Масла растительные, кетчупы, соусы;Кетчупы, соусы;Кетчупы;Кетчуп томатный классический
1;Продукты питания;Масла растительные, кетчупы, соусы;Кетчупы, соусы;Кетчупы;Кетчуп острый
1;Продукты питания;Масла растительные, кетчупы, соусы;Кетчупы, соусы;Кетчупы;Кетчуп шашлычный
1;Продукты питания;Масла растительные, кетчупы, соусы;Кетчупы, соусы;Кетчупы;Кетчуп прочий
1;Продукты питания;Масла растительные, кетчупы, соусы;Кетчупы, соусы;Соусы;Соусы томатные
1;Продукты питания;Масла растительные, кетчупы, соусы;Кетчупы, соусы;Соусы;Соусы кавказской кухни
1;Продукты питания;Масла растительные, кетчупы, соусы;Кетчупы, соусы;Соусы;Соусы и заправки салатные
1;Продукты питания;Масла растительные, кетчупы, соусы;Кетчупы, соусы;Соусы;Соусы фруктово-ягодные
1;Продукты питания;Масла растительные, кетчупы, соусы;Кетчупы, соусы;Соусы;Соусы для приготовления
1;Продукты питания;Масла растительные, кетчупы, соусы;Кетчупы, соусы;Приправы специальные;Горчица
1;Продукты питания;Масла растительные, кетчупы, соусы;Кетчупы, соусы;Приправы специальные;Хрен
1;Продукты питания;Масла растительные, кетчупы, соусы;Кетчупы, соусы;Приправы специальные;Пищевые концентраты и маринады жидкие
1;Продукты питания;Пищевые ингредиенты;Соль;Соль разная;Соль обыкновенная и обогощенная
1;Продукты питания;Пищевые ингредиенты;Сахар;Сахар разный;Сахар-песок
1;Продукты питания;Пищевые ингредиенты;Сахар;Сахар разный;Сахар кусковой, рафинированный
1;Продукты питания;Пищевые ингредиенты;Мука;Мука разная;Мука пшеничная
1;Продукты питания;Пищевые ингредиенты;Мука;Мука разная;Мука прочая
1;Продукты питания;Пищевые ингредиенты;Мука;Мука разная;Мука блинная, мучные смеси
1;Продукты питания;Пищевые ингредиенты;Специи;Специи, приправы, пряности сухие;Перец
1;Продукты питания;Пищевые ингредиенты;Специи;Специи, приправы, пряности сухие;Лавровый лист
1;Продукты питания;Пищевые ингредиенты;Специи;Специи, приправы, пряности сухие;Пряности традиционные прочие
1;Продукты питания;Пищевые ингредиенты;Специи;Специи, приправы, пряности сухие;Наборы пряностей
1;Продукты питания;Пищевые ингредиенты;Специи;Специи, приправы, пряности сухие;Лук, чеснок гранулированные сушеные
1;Продукты питания;Пищевые ингредиенты;Специи;Специи, приправы, пряности сухие;Прочие сушеные овощи и корнеплоды
1;Продукты питания;Пищевые ингредиенты;Специи;Специи, приправы, пряности сухие;Зелень сушеная прочая
1;Продукты питания;Пищевые ингредиенты;Специи;Смеси для приготовления сухие;Смеси для приготовления мяса и птицы
1;Продукты питания;Пищевые ингредиенты;Специи;Смеси для приготовления сухие;Смеси для приготовления рыбы
1;Продукты питания;Пищевые ингредиенты;Специи;Смеси для приготовления сухие;Смеси для приготовления первых блюд
1;Продукты питания;Пищевые ингредиенты;Специи;Смеси для приготовления сухие;Смеси для приготовления вторых блюд
1;Продукты питания;Пищевые ингредиенты;Специи;Смеси для приготовления сухие;Смеси для приготовления салатов
1;Продукты питания;Пищевые ингредиенты;Специи;Смеси для приготовления сухие;Универсальные смеси
1;Продукты питания;Пищевые ингредиенты;Специи;Смеси для приготовления сухие;Панировочные сухари и смеси
1;Продукты питания;Пищевые ингредиенты;Специи;Смеси для приготовления сухие;Смеси для соленья и маринования
1;Продукты питания;Пищевые ингредиенты;Специи;Смеси для приготовления сухие;Смеси для приготовления горячих напитков
1;Продукты питания;Пищевые ингредиенты;Специи;Концентраты для приготовления;Бульоны сухие, кубики бульонные
1;Продукты питания;Пищевые ингредиенты;Специи;Концентраты для приготовления;Концентраты для приготовления супов
1;Продукты питания;Пищевые ингредиенты;Специи;Концентраты для приготовления;Концентраты для приготовления вторых блюд
1;Продукты питания;Пищевые ингредиенты;Специи;Концентраты для приготовления;Концентраты для приготовления холодных напит.
1;Продукты питания;Пищевые ингредиенты;Прочие ингредиенты (д\выпечки);Ингридиенты для выпечки;Сода, дрожжи сухие, разрыхлители
1;Продукты питания;Пищевые ингредиенты;Прочие ингредиенты (д\выпечки);Ингридиенты для выпечки;Желатин, крахмал, желе сухое
1;Продукты питания;Пищевые ингредиенты;Прочие ингредиенты (д\выпечки);Ингридиенты для выпечки;Посыпки и украшения для кондитерских  изделий
1;Продукты питания;Пищевые ингредиенты;Прочие ингредиенты (д\выпечки);Ингридиенты для выпечки;Пасхальные украшения, краски
1;Продукты питания;Пищевые ингредиенты;Прочие ингредиенты (д\выпечки);Ингридиенты для выпечки;Коржи
1;Продукты питания;Пищевые ингредиенты;Прочие ингредиенты (д\выпечки);Ингридиенты для выпечки;Инг. для выпечки прочие (корица, ваниль, лим кисл)
1;Продукты питания;Пищевые ингредиенты;Прочие ингредиенты (д\выпечки);Ингридиенты для выпечки;Сухие молочные продукты
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия ;Печенье сдобное, сахарное;Печенье сдобное
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия ;Печенье сдобное, сахарное;Печенье сахарное и затяжное
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия ;Печенье сдобное, сахарное;Печенье ассорти
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия ;Печенье сдобное, сахарное;Печенье с начинкой
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия ;Печенье сдобное, сахарное;Печенье с глазурью
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия ;Печенье сдобное, сахарное;Печенье в жестяных банках
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия ;Печенье сухое;Крекеры
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия ;Печенье сухое;Галеты
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия ;Печенье сухое;Слоеные изделия
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия ;Вафли;Вафли
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия ;Вафли;Вафельные трубочки
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия ;Вафли;Вафельные торты
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия ;Пряники;Пряники
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия ;Пряники;Пряники с начинкой
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия ;Пряники;Коврижки
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия;Торты;Торты вафельные
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия;Торты;Торты медовики
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия;Торты;Торты слоеные
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия;Торты;Торты песочные
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия;Торты;Торты бисквитные
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия;Бисквиты;Бисквиты
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия;Бисквиты;Рулеты
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия;Бисквиты;Кексы
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия;Бисквиты;Круасаны
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия;Бисквиты;Куличи
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия ;Сухарно-бараночные изделия;Бублики, баранки, сушки
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия ;Сухарно-бараночные изделия;Хлебные палочи, соломка, сухари
1;Продукты питания;Кондитерские изделия;Мучные кондитерские изделия ;Сухарно-бараночные изделия;Тарталетки
1;Продукты питания;Кондитерские изделия;Шоколадные изделия;Шоколад в плитках;Молочный шоколад без добавок
1;Продукты питания;Кондитерские изделия;Шоколадные изделия;Шоколад в плитках;Молочный шоколад с добавками
1;Продукты питания;Кондитерские изделия;Шоколадные изделия;Шоколад в плитках;Горький шоколад без добавок
1;Продукты питания;Кондитерские изделия;Шоколадные изделия;Шоколад в плитках;Горький шоколад с добавками
1;Продукты питания;Кондитерские изделия;Шоколадные изделия;Шоколад в плитках;Белый шоколад без добавок
1;Продукты питания;Кондитерские изделия;Шоколадные изделия;Шоколад в плитках;Белый шоколад с добавками
1;Продукты питания;Кондитерские изделия;Шоколадные изделия;Шоколад в плитках;Пористый ш-д с добавками и без
1;Продукты питания;Кондитерские изделия;Шоколадные изделия;Шоколад в плитках;Ассорти шоколада
1;Продукты питания;Кондитерские изделия;Шоколадные изделия;Шоколадные изделия;Шоколадные батончики
1;Продукты питания;Кондитерские изделия;Шоколадные изделия;Шоколадные изделия;Шоколад фигурный
1;Продукты питания;Кондитерские изделия;Шоколадные изделия;Шоколадные изделия;Шоколадные яйца
1;Продукты питания;Кондитерские изделия;Шоколадные изделия;Шоколадные конфеты в упаковках;Конфеты в пакетах
1;Продукты питания;Кондитерские изделия;Шоколадные изделия;Шоколадные конфеты в упаковках;Конфеты в картонных коробках
1;Продукты питания;Кондитерские изделия;Шоколадные изделия;Шоколадные конфеты в упаковках;Конфеты в жестяных банках
1;Продукты питания;Кондитерские изделия;Шоколадные изделия;Конфеты весовые;Конфеты весовые
1;Продукты питания;Кондитерские изделия;Шоколадные изделия;Фрукты, ягоды, орехи в шоколад;Фрукты в шоколаде
1;Продукты питания;Кондитерские изделия;Шоколадные изделия;Фрукты, ягоды, орехи в шоколад;Ягоды в шоколаде
1;Продукты питания;Кондитерские изделия;Шоколадные изделия;Фрукты, ягоды, орехи в шоколад;Орехи в шоколаде
1;Продукты питания;Кондитерские изделия;Шоколадные изделия;Фрукты, ягоды, орехи в шоколад;Ас-ти фрук, ягод, орех в шок
1;Продукты питания;Кондитерские изделия;Шоколадные изделия;Фрукты, ягоды, орехи в шоколад;Орехи, ягоды в сахарн.пудре
1;Продукты питания;Кондитерские изделия;Сахаристые кондитерские изд-я;Карамель в упаковках;Карамель штучная (прикассовая зона)
1;Продукты питания;Кондитерские изделия;Сахаристые кондитерские изд-я;Карамель в упаковках;Карамель в пакетах
1;Продукты питания;Кондитерские изделия;Сахаристые кондитерские изд-я;Карамель в упаковках;Карамель в банках
1;Продукты питания;Кондитерские изделия;Сахаристые кондитерские изд-я;Карамель в упаковках;Карамель лечебная
1;Продукты питания;Кондитерские изделия;Сахаристые кондитерские изд-я;Карамель весовая;Карамель леденцовая весовая
1;Продукты питания;Кондитерские изделия;Сахаристые кондитерские изд-я;Карамель весовая;Карамель с начинкой весовая
1;Продукты питания;Кондитерские изделия;Сахаристые кондитерские изд-я;Мар-д, пастила, зефир;Мармелад в упаковке
1;Продукты питания;Кондитерские изделия;Сахаристые кондитерские изд-я;Мар-д, пастила, зефир;Мармелад жевательный в упак
1;Продукты питания;Кондитерские изделия;Сахаристые кондитерские изд-я;Мар-д, пастила, зефир;Пастила в упаковке
1;Продукты питания;Кондитерские изделия;Сахаристые кондитерские изд-я;Мар-д, пастила, зефир;Зефир в упаковке
1;Продукты питания;Кондитерские изделия;Сахаристые кондитерские изд-я;Мар-д, пастила, зефир;Драже в упаковке
1;Продукты питания;Кондитерские изделия;Сахаристые кондитерские изд-я;Мар-д,пастила, зефир;Мармелад весовой
1;Продукты питания;Кондитерские изделия;Сахаристые кондитерские изд-я;Мар-д,пастила, зефир;Мармелад жевательный весовой
1;Продукты питания;Кондитерские изделия;Сахаристые кондитерские изд-я;Мар-д,пастила, зефир;Пастила весовая
1;Продукты питания;Кондитерские изделия;Сахаристые кондитерские изд-я;Мар-д,пастила, зефир;Зефир весовой
1;Продукты питания;Кондитерские изделия;Восточные сладости;Восточные сладости;Восточные сладости (мучные)
1;Продукты питания;Кондитерские изделия;Восточные сладости;Восточные сладости;Восточные слад-ти (сахаристые)
1;Продукты питания;Кондитерские изделия;Восточные сладости;Восточные сладости;Халва в упаковке
1;Продукты питания;Кондитерские изделия;Восточные сладости;Восточные сладости;Козинаки
1;Продукты питания;Кондитерские изделия;Жевательная резинка;Жевательная резинка;Жеват резинка с сахар и б/сах
1;Продукты питания;Кондитерские изделия;Жевательная резинка;Жевательная резинка;Жевательная резинка детская
1;Продукты питания;Кондитерские изделия;Жевательная резинка;Жевательная резинка;Жев резинка в банках/семейная
1;Продукты питания;Кондитерские изделия;Жевательная резинка;Освежающие конфеты;Леденцы, драже
1;Продукты питания;Кондитерские изделия;Подарочные наборы в корзинах и;Подарочные наборы в корзинах и;Подарочные наборы в корзинах
1;Продукты питания;Кондитерские изделия;Подарочные наборы в корзинах и;Подарочные наборы в корзинах и;Подарочные наборы в коробках
1;Продукты питания;Кондитерские изделия;Сезонные кондитерские изделия;Пасхальные, новогодние (рождественские) мучные кондитерские изделия;Куличи, кексы (пасхальные, рождественские)
1;Продукты питания;Кондитерские изделия;Сухофрукты/орехи/семечки;Сухофрукты;Курага
1;Продукты питания;Кондитерские изделия;Сухофрукты/орехи/семечки;Сухофрукты;Чернослив
1;Продукты питания;Кондитерские изделия;Сухофрукты/орехи/семечки;Сухофрукты;Изюм
1;Продукты питания;Кондитерские изделия;Сухофрукты/орехи/семечки;Сухофрукты;Прочие сухофрукты и цукаты
1;Продукты питания;Кондитерские изделия;Сухофрукты/орехи/семечки;Орехи и семечки;Фисташки
1;Продукты питания;Кондитерские изделия;Сухофрукты/орехи/семечки;Орехи и семечки;Арахис
1;Продукты питания;Кондитерские изделия;Сухофрукты/орехи/семечки;Орехи и семечки;Фундук
1;Продукты питания;Кондитерские изделия;Сухофрукты/орехи/семечки;Орехи и семечки;Прочие орехи
1;Продукты питания;Кондитерские изделия;Сухофрукты/орехи/семечки;Орехи и семечки;Семечки
1;Продукты питания;Кондитерские изделия;Сухофрукты/орехи/семечки;Смеси сухофруктов и орехов;Смеси сухофруктов и орехов
1;Продукты питания;Кондитерские изделия;Продукты д/аперитива;Чипсы;Картофельные чипсы в п/э пакет
1;Продукты питания;Кондитерские изделия;Продукты д/аперитива;Чипсы;Картофельные чипсы в тубе
1;Продукты питания;Кондитерские изделия;Продукты д/аперитива;Чипсы;Кукурузные чипсы
1;Продукты питания;Кондитерские изделия;Продукты д/аперитива;Чипсы;Фруктовые чипсы
1;Продукты питания;Кондитерские изделия;Продукты д/аперитива;Поп-корн;Поп-корн в зернах
1;Продукты питания;Кондитерские изделия;Продукты д/аперитива;Поп-корн;Поп-корн воздушный
1;Продукты питания;Кондитерские изделия;Продукты д/аперитива;Соленые закуски;Сухарики закусочные
1;Продукты питания;Кондитерские изделия;Продукты д/аперитива;Соленые закуски;Палочки, крендельки соленые
1;Продукты питания;Кондитерские изделия;Продукты д/аперитива;Соленые закуски;Снеки, разные закуски
1;Продукты питания;Продукты для детского питания;Детское питание;Сух каши и хлопья для дет пит;Сухие каши для дет/пит б/мол
1;Продукты питания;Продукты для детского питания;Детское питание;Сух каши и хлопья для дет пит;Сухие каши для дет/пит с/молок
1;Продукты питания;Продукты для детского питания;Детское питание;Мучные из-я для детс питания;Хлебцы для детского питания
1;Продукты питания;Продукты для детского питания;Детское питание;Мучные из-я для детс питания;Печенье для детского питания
1;Продукты питания;Продукты для детского питания;Детское питание;Готовые блюда для дет пит;Готов каши для дет/пит б/ мол
1;Продукты питания;Продукты для детского питания;Детское питание;Готовые блюда для дет пит;Готов каши для дет/пит с/молок
1;Продукты питания;Продукты для детского питания;Детское питание;Готовые блюда для дет пит;Мясное пюре для дет/пит
1;Продукты питания;Продукты для детского питания;Детское питание;Готовые блюда для дет пит;Рыбное пюре для дет/пит 
1;Продукты питания;Продукты для детского питания;Детское питание;Готовые блюда для дет пит;Пюре мясо-овощи-крупа для дет/пит
1;Продукты питания;Продукты для детского питания;Детское питание;Готовые блюда для дет пит;Пюре рыба-овощи для дет/пит
1;Продукты питания;Продукты для детского питания;Детское питание;Готовые блюда для дет пит;Готовые супы для дет/пит
1;Продукты питания;Продукты для детского питания;Детское питание;Готовые блюда для дет пит;Фруктовое пюре  для дет/пит
1;Продукты питания;Продукты для детского питания;Детское питание;Готовые блюда для дет пит;Овощное пюре для дет/пит
1;Продукты питания;Продукты для детского питания;Детское питание;Готовые блюда для дет пит;Фрукт-злаковые пюре для дет/пит
1;Продукты питания;Продукты для детского питания;Напитки для детского питания;Соки и вода, молоч. напит. для дет пит;Фруктовые соки/нектары для дет/пит
1;Продукты питания;Продукты для детского питания;Напитки для детского питания;Соки и вода, молоч. напит. для дет пит;Овощные соки для дет/пит
1;Продукты питания;Продукты для детского питания;Напитки для детского питания;Соки и вода, молоч. напит. для дет пит;Фрукт-овощн соки для дет/пит
1;Продукты питания;Продукты для детского питания;Напитки для детского питания;Соки и вода, молоч. напит. для дет пит;Вода  для детского питания
1;Продукты питания;Продукты для детского питания;Напитки для детского питания;Соки и вода, молоч. напит. для дет пит;Молочные напитки для дет. пит.
1;Продукты питания;Продукты для детского питания;Напитки для детского питания;Заменители грудного молока;Заменители грудн мол/лечебные 0-12мес
1;Продукты питания;Продукты для детского питания;Напитки для детского питания;Заменители грудного молока;Заменители грудн мол соевые
1;Продукты питания;Продукты для детского питания;Напитки для детского питания;Соки и чаи д/берем и кормящих;Фрукт соки д/берем и кормящих
1;Продукты питания;Продукты для детского питания;Напитки для детского питания;Соки и чаи д/берем и кормящих;Чаи для беременных женщин
1;Продукты питания;Продукты для детского питания;Напитки для детского питания;Соки и чаи д/берем и кормящих;Чаи для кормящих матерей
1;Продукты питания;Продукты для детского питания;Напитки для детского питания;Детские чаи;Травяные чаи для детс/пит
1;Продукты питания;Продукты для детского питания;Напитки для детского питания;Детские чаи;Фрукт-ягодн чаи для дет/пит
1;Продукты питания;Продукты для детского питания;Напитки для детского питания;Десерты для дет пит;Молчные десерты
1;Продукты питания;Молочные продукты;Молоко;Молоко стерилизованное;Молоко стерилизованное до 0,5л
1;Продукты питания;Молочные продукты;Молоко;Молоко стерилизованное;Молоко стерилизованное 0 - 1,8%
1;Продукты питания;Молочные продукты;Молоко;Молоко стерилизованное;Молоко стерилизованное 2 - 2,5%
1;Продукты питания;Молочные продукты;Молоко;Молоко стерилизованное;Молоко стерилизованное 3,2 - 3,5%
1;Продукты питания;Молочные продукты;Молоко;Молоко стерилизованное;Молоко стерилизованное 4 - 6%
1;Продукты питания;Молочные продукты;Молоко;Молоко стерилизованное;Молоко топленое
1;Продукты питания;Молочные продукты;Молоко;Молоко стерилизованное;Молоко ароматизированное и сокосодержащее
1;Продукты питания;Молочные продукты;Молоко;Молоко стерилизованное;Молоко козье
1;Продукты питания;Молочные продукты;Молоко;Молоко пастеризованное;Молоко пастеризованное 0 - 1,8%
1;Продукты питания;Молочные продукты;Молоко;Молоко пастеризованное;Молоко пастеризованное 2 - 2,5%
1;Продукты питания;Молочные продукты;Молоко;Молоко пастеризованное;Молоко пастеризованное 3,2 - 3,5%
1;Продукты питания;Молочные продукты;Молоко;Молочные консервы;Молоко концентрированное
1;Продукты питания;Молочные продукты;Молоко;Молочные консервы;Молоко сгущенное
1;Продукты питания;Молочные продукты;Молоко;Молочные консервы;Сливки сгущенные
1;Продукты питания;Молочные продукты;Молоко;Молочные консервы;Комбинированные молочные консервы
1;Продукты питания;Молочные продукты;Кисломолочные продукты питьевые;Кефир;Кефир классический 0%
1;Продукты питания;Молочные продукты;Кисломолочные продукты питьевые;Кефир;Кефир классический 1-1,5%
1;Продукты питания;Молочные продукты;Кисломолочные продукты питьевые;Кефир;Кефир классический 2,5%
1;Продукты питания;Молочные продукты;Кисломолочные продукты питьевые;Кефир;Кефир классический 3,2-3,5%
1;Продукты питания;Молочные продукты;Кисломолочные продукты питьевые;Кефир;Кефир ароматизированный, снежок
1;Продукты питания;Молочные продукты;Кисломолочные продукты питьевые;Кефир;Бифидок, бифилайф, закваска, ацидофилин
1;Продукты питания;Молочные продукты;Кисломолочные продукты питьевые;Кисломолочные продукты традиционные;Ряженка
1;Продукты питания;Молочные продукты;Кисломолочные продукты питьевые;Кисломолочные продукты традиционные;Варенец
1;Продукты питания;Молочные продукты;Кисломолочные продукты питьевые;Кисломолочные продукты традиционные;Простокваша
1;Продукты питания;Молочные продукты;Кисломолочные продукты питьевые;Кисломолочные продукты функциональные;Кисломолочные продукты функциональные до 300 г
1;Продукты питания;Молочные продукты;Кисломолочные продукты питьевые;Кисломолочные продукты функциональные;Кисломолочные продукты функциональные 300 г и выше
1;Продукты питания;Молочные продукты;Кисломолочные продукты питьевые;Национальные кисломолочные продукты;Тан, айран
1;Продукты питания;Молочные продукты;Кисломолочные продукты питьевые;Национальные кисломолочные продукты;Национальные кисломолочные продукты прочие
1;Продукты питания;Молочные продукты;Йогурты;Йогурты живые;Йогурты живые без добавок
1;Продукты питания;Молочные продукты;Йогурты;Йогурты живые;Йогурты живые с добавками
1;Продукты питания;Молочные продукты;Йогурты;Йогурты термизированные;Йогурты термизированные без добавок
1;Продукты питания;Молочные продукты;Йогурты;Йогурты термизированные;Йогурты термизированные с добавками
1;Продукты питания;Молочные продукты;Йогурты;Йогурты питьевые;Йогурты питьевые без добавок
1;Продукты питания;Молочные продукты;Йогурты;Йогурты питьевые;Йогурты питьевые с добавками
1;Продукты питания;Молочные продукты;Йогурты;биойогурты;Биойогурты без добавок
1;Продукты питания;Молочные продукты;Йогурты;биойогурты;Биойогурты с добавками
1;Продукты питания;Молочные продукты;Йогурты;биойогурты питьевые;Биойогурты питьевые без добавок
1;Продукты питания;Молочные продукты;Йогурты;биойогурты питьевые;Биойогурты питьевые с добавок
1;Продукты питания;Молочные продукты;Сливки;Сливки жидкие, взбитые;Сливки жидкие до 15%
1;Продукты питания;Молочные продукты;Сливки;Сливки жидкие, взбитые;Сливки жидкие 20 - 25%
1;Продукты питания;Молочные продукты;Сливки;Сливки жидкие, взбитые;Сливки жидкие  свыше 30%
1;Продукты питания;Молочные продукты;Сливки;Сливки жидкие, взбитые;Сливки порционные
1;Продукты питания;Молочные продукты;Сливки;Сливки жидкие, взбитые;Сливки взбитые
1;Продукты питания;Молочные продукты;Сметана;Сметана фасованная;Сметана 10%
1;Продукты питания;Молочные продукты;Сметана;Сметана фасованная;Сметана 15%
1;Продукты питания;Молочные продукты;Сметана;Сметана фасованная;Сметана 20%
1;Продукты питания;Молочные продукты;Сметана;Сметана фасованная;Сметана 25% и выше
1;Продукты питания;Молочные продукты;Творожные изделия;Творог натуральный;Творог натуральный 0-2% без добавок
1;Продукты питания;Молочные продукты;Творожные изделия;Творог натуральный;Творог натуральный 5-7% без добавок
1;Продукты питания;Молочные продукты;Творожные изделия;Творог натуральный;Творог натуральный 9% без добавок
1;Продукты питания;Молочные продукты;Творожные изделия;Творог натуральный;Творог натуральный 18% без добавок
